"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Manitoba","2016A000246","12 to 17 years","Males","High blood pressure","Percent","Percent","239","units","0","v110811290","8.2.2.13.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110811294","8.2.2.14.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110811294","8.2.2.14.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Mood disorder","Percent","Percent","239","units","0","v110811297","8.2.2.14.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Mood disorder","Percent","Percent","239","units","0","v110811297","8.2.2.14.4","","x","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Anxiety disorder","Number of persons","Number","223","units","0","v1574203741","8.2.2.30.1","","x","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Anxiety disorder","Percent","Percent","239","units","0","v1574203744","8.2.2.30.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811301","8.2.2.15.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811301","8.2.2.15.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811304","8.2.2.15.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811304","8.2.2.15.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110811308","8.2.2.16.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110811308","8.2.2.16.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110811311","8.2.2.16.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110811311","8.2.2.16.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951425","8.2.2.28.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951425","8.2.2.28.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390951428","8.2.2.28.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390951428","8.2.2.28.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951433","8.2.2.29.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951433","8.2.2.29.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390951436","8.2.2.29.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390951436","8.2.2.29.4","","x","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574203749","8.2.2.31.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Ever used e-cigarette or vaping device","Percent","Percent","239","units","0","v1574203752","8.2.2.31.4","14.4","E","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574203757","8.2.2.32.1","","x","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Used e-cigarette or vaping device, past 30 days","Percent","Percent","239","units","0","v1574203760","8.2.2.32.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110811315","8.2.2.17.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110811315","8.2.2.17.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Heavy drinking","Percent","Percent","239","units","0","v110811318","8.2.2.17.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Heavy drinking","Percent","Percent","239","units","0","v110811318","8.2.2.17.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110811329","8.2.2.19.1","20400","","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110811329","8.2.2.19.1","","..","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Percent","Percent","239","units","0","v110811332","8.2.2.19.4","48.0","","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Percent","Percent","239","units","0","v110811332","8.2.2.19.4","","..","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110811350","8.2.2.22.1","3600","E","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110811350","8.2.2.22.1","","..","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110811353","8.2.2.22.4","8.0","E","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110811353","8.2.2.22.4","","..","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110811357","8.2.2.23.1","37300","","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110811357","8.2.2.23.1","42500","E","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110811360","8.2.2.23.4","83.7","","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110811360","8.2.2.23.4","82.8","E","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110811364","8.2.2.24.1","43600","","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110811364","8.2.2.24.1","48300","E","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110811367","8.2.2.24.4","97.8","","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110811367","8.2.2.24.4","94.1","E","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110811371","8.2.2.25.1","37800","","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110811371","8.2.2.25.1","44600","E","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110811374","8.2.2.25.4","84.6","","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110811374","8.2.2.25.4","87.4","E","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110811378","8.2.2.26.1","","..","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110811378","8.2.2.26.1","","..","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110811381","8.2.2.26.4","","..","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110811381","8.2.2.26.4","","..","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341651","8.2.2.27.1","","..","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341651","8.2.2.27.1","","F","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341654","8.2.2.27.4","","..","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341654","8.2.2.27.4","34.9","E","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110811385","8.2.3.1.1","36500","","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110811385","8.2.3.1.1","28000","E","","","0"
